"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.160953165E0,-1.954711229E-2,5.650337320E-3,7.707365155E-1,7.710050533E-1
2.163256238E0,-2.076880634E-2,4.275931045E-3,7.656970620E-1,7.659906120E-1
2.165559311E0,-2.076880634E-2,4.275931045E-3,7.595885396E-1,7.598844494E-1
2.167862384E0,-1.954711229E-2,6.108472589E-4,7.522584200E-1,7.525125867E-1
2.170165457E0,-1.710372418E-2,-4.275931045E-3,7.498149872E-1,7.500222237E-1
2.172468530E0,-1.710372418E-2,-6.872031838E-3,7.437065244E-1,7.439349142E-1
2.174771603E0,-1.466033421E-2,-9.315420873E-3,7.351546884E-1,7.353598563E-1
2.177074676E0,-1.328592747E-2,-1.068982668E-2,7.278245091E-1,7.280242471E-1
2.179377749E0,-1.466033421E-2,-1.313321572E-2,7.203416228E-1,7.206104775E-1
2.181680821E0,-1.588202827E-2,-1.328592747E-2,7.105680704E-1,7.108697049E-1
2.183983894E0,-1.572931744E-2,-1.099525020E-2,7.032378912E-1,7.034997076E-1
2.186286967E0,-1.328592747E-2,-1.466033421E-2,6.959077120E-1,6.961889003E-1
2.188590040E0,-1.206423342E-2,-1.725643501E-2,6.873558760E-1,6.876782900E-1
2.190893113E0,-1.206423342E-2,-1.969982497E-2,6.824691296E-1,6.828599722E-1
2.193196238E0,-1.450762246E-2,-2.092151903E-2,6.763606071E-1,6.768396058E-1
2.195499259E0,-1.450762246E-2,-1.985253580E-2,6.714738607E-1,6.719239093E-1
2.197802332E0,-1.450762246E-2,-2.107422985E-2,6.678087711E-1,6.682986975E-1
2.200105405E0,-1.450762246E-2,-1.985253580E-2,6.653653979E-1,6.658195754E-1
2.202408530E0,-1.328592747E-2,-2.000524849E-2,6.617003083E-1,6.621359557E-1
2.204711603E0,-1.084253844E-2,-2.244863659E-2,6.617003083E-1,6.621697667E-1
2.207014624E0,-1.206423342E-2,-2.244863659E-2,6.592568755E-1,6.597492819E-1
2.209317749E0,-1.572931744E-2,-2.244863659E-2,6.554391384E-1,6.560120554E-1
2.211620821E0,-1.817270555E-2,-2.367033064E-2,6.517740488E-1,6.524568510E-1
2.213923894E0,-2.076880634E-2,-2.962609194E-2,6.528429985E-1,6.538448052E-1
2.216226967E0,-2.076880634E-2,-3.084778599E-2,6.528429985E-1,6.539012998E-1
2.218530040E0,-2.076880634E-2,-3.084778599E-2,6.503996253E-1,6.514618959E-1
2.220833113E0,-2.076880634E-2,-3.084778599E-2,6.491779089E-1,6.502421754E-1
2.223136186E0,-2.199050039E-2,-2.977880463E-2,6.455128193E-1,6.465733981E-1
2.225439259E0,-2.443389036E-2,-2.977880463E-2,6.418477297E-1,6.430025663E-1
2.227742332E0,-2.687728032E-2,-2.626643144E-2,6.357392669E-1,6.368490630E-1
2.230045405E0,-2.809897438E-2,-2.504473738E-2,6.296308041E-1,6.307548974E-1
2.232348478E0,-2.687728032E-2,-2.870982140E-2,6.247440577E-1,6.259806543E-1
2.234651551E0,-2.199050039E-2,-3.130592033E-2,6.161921620E-1,6.173786709E-1
2.236954624E0,-2.183778957E-2,-2.901524492E-2,6.137487888E-1,6.148222095E-1
2.239257696E0,-1.817270555E-2,-3.023693897E-2,6.064186096E-1,6.074438656E-1
2.241560769E0,-1.313321572E-2,-2.794626169E-2,6.004628539E-1,6.012562797E-1
2.243863842E0,-8.246437646E-3,-2.458660305E-2,5.931326747E-1,5.936993133E-1
2.246166915E0,-3.206948051E-3,-2.214321308E-2,5.896202922E-1,5.900446554E-1
2.248469988E0,-3.206948051E-3,-1.985253580E-2,5.871769190E-1,5.875211842E-1
2.250773061E0,1.832541777E-3,-1.756185852E-2,5.787777901E-1,5.790470683E-1
2.253076134E0,4.275931045E-3,-1.649287529E-2,5.738909841E-1,5.741438497E-1
2.255379207E0,8.093725890E-3,-1.298050396E-2,5.703786016E-1,5.705836932E-1
2.257682280E0,1.298050396E-2,-9.468132630E-3,5.667135715E-1,5.669412767E-1
2.259985353E0,1.557660475E-2,-4.581354558E-3,5.632011890E-1,5.634351771E-1
2.262288426E0,2.183778957E-2,-4.734066315E-3,5.644228458E-1,5.648649833E-1
2.264591499E0,2.794626169E-2,1.527118147E-4,5.657972693E-1,5.664870403E-1
2.266894571E0,3.176405653E-2,1.221694518E-3,5.647283196E-1,5.656222439E-1
2.269197696E0,3.665083647E-2,1.221694518E-3,5.671716928E-1,5.683559673E-1
2.271500769E0,4.169032723E-2,2.443389036E-3,5.697677732E-1,5.712962181E-1
2.273803790E0,3.787253052E-2,3.665083554E-3,5.758762360E-1,5.771318745E-1
2.276106915E0,3.665083647E-2,2.596100792E-3,5.793886185E-1,5.805524910E-1
2.278409988E0,3.542914242E-2,3.970507067E-3,5.879405141E-1,5.890204047E-1
2.280713061E0,3.420744836E-2,5.344913341E-3,6.051968932E-1,6.061864376E-1
2.283016134E0,3.420744836E-2,7.941014133E-3,6.247440577E-1,6.257302508E-1
2.285319207E0,3.161134571E-2,7.177455351E-3,6.455128193E-1,6.463262279E-1
2.287622280E0,2.779355086E-2,6.261184346E-3,6.661289334E-1,6.667379094E-1
2.289925353E0,2.290677279E-2,7.788302377E-3,6.868977547E-1,6.873237252E-1
2.292228426E0,1.404948719E-2,1.053711493E-2,7.076665759E-1,7.078844549E-1
2.294531499E0,1.679830020E-3,1.206423342E-2,7.258392572E-1,7.259414542E-1
2.296834571E0,-8.246437646E-3,1.603474095E-2,7.452336550E-1,7.454517537E-1
2.299137644E0,-1.710372418E-2,1.267508045E-2,7.621846795E-1,7.624819216E-1
2.301440717E0,-2.825168520E-2,1.420219894E-2,7.792884111E-1,7.799296686E-1
2.303743790E0,-3.451287001E-2,1.450762246E-2,7.913526297E-1,7.922377129E-1
2.306046863E0,-4.077405483E-2,1.343864016E-2,8.035695553E-1,8.047155714E-1
2.308349936E0,-4.947862774E-2,8.857285604E-3,8.093726039E-1,8.109319318E-1
2.310653009E0,-5.192201585E-2,6.413896102E-3,8.105943203E-1,8.122808541E-1
2.312956082E0,-5.070032179E-2,5.192201585E-3,8.081509471E-1,8.097564047E-1
2.315259155E0,-4.947862774E-2,7.482878864E-3,8.008207679E-1,8.023827206E-1
2.317562228E0,-4.810422286E-2,4.886778072E-3,7.861604095E-1,7.876459143E-1
2.319865301E0,-3.695625812E-2,7.024743594E-3,7.740961909E-1,7.750096934E-1
2.322168374E0,-2.825168520E-2,6.719320081E-3,7.620319724E-1,7.625850995E-1
2.324471446E0,-1.695101149E-2,1.252236869E-2,7.499676943E-1,7.502637463E-1
2.326774519E0,-7.024743594E-3,1.588202827E-2,7.415685654E-1,7.417718807E-1
2.329077592E0,1.679830020E-3,1.817270555E-2,7.331694365E-1,7.333965446E-1
2.331380665E0,4.123218823E-3,2.168507688E-2,7.272136807E-1,7.275486107E-1
2.333683738E0,5.497625098E-3,2.275406010E-2,7.223268747E-1,7.227060849E-1
2.335986811E0,7.941014133E-3,1.786728203E-2,7.198835015E-1,7.201489813E-1
2.338289884E0,4.123218823E-3,1.542389300E-2,7.136223316E-1,7.138009033E-1
2.340593009E0,4.123218823E-3,1.175880991E-2,7.087355256E-1,7.088450577E-1
2.342896030E0,4.123218823E-3,1.175880991E-2,7.050704360E-1,7.051805374E-1
2.345199155E0,1.679830020E-3,1.175880991E-2,7.050704360E-1,7.051704838E-1
2.347502228E0,-7.635590737E-4,1.053711493E-2,7.036960125E-1,7.037753134E-1
2.349805301E0,-4.581354558E-3,1.435491070E-2,7.085828185E-1,7.087430162E-1
2.352108374E0,-5.803049076E-3,1.557660475E-2,7.146912813E-1,7.148845596E-1
2.354411446E0,-8.246437646E-3,1.450762246E-2,7.171346545E-1,7.173287862E-1
2.356714519E0,-8.246437646E-3,1.450762246E-2,7.195780873E-1,7.197715600E-1
2.359017592E0,-9.468132630E-3,1.466033421E-2,7.269082665E-1,7.271177339E-1
2.361320665E0,-1.328592747E-2,1.588202827E-2,7.342383862E-1,7.345303005E-1
2.363623738E0,-1.328592747E-2,1.359135192E-2,7.391251922E-1,7.393695222E-1
2.365926811E0,-1.572931744E-2,1.359135192E-2,7.438592315E-1,7.441496439E-1
2.368229884E0,-1.832541823E-2,1.496575773E-2,7.487460375E-1,7.491197658E-1
2.370532957E0,-2.076880634E-2,1.267508045E-2,7.524111271E-1,7.528044269E-1
2.372836030E0,-2.321219631E-2,1.145338640E-2,7.536327839E-1,7.540771572E-1
2.375139103E0,-2.580829710E-2,9.162709117E-3,7.571451664E-1,7.576403015E-1
2.377442176E0,-2.947338112E-2,4.275931045E-3,7.559235096E-1,7.565099577E-1
2.379745249E0,-2.947338112E-2,3.054236295E-3,7.533273697E-1,7.539098981E-1
2.382048321E0,-2.825168520E-2,3.054236295E-3,7.485933304E-1,7.491324718E-1
2.384351394E0,-3.069507517E-2,4.123218823E-3,7.435538173E-1,7.441985405E-1
2.386654467E0,-3.069507517E-2,-7.635590737E-4,7.362236381E-1,7.368636345E-1
2.388957540E0,-2.947338112E-2,-4.581354558E-3,7.252284288E-1,7.258415412E-1
2.391260613E0,-2.580829710E-2,-1.068982668E-2,7.142331600E-1,7.147792299E-1
2.393563686E0,-2.443389036E-2,-1.084253844E-2,7.056813240E-1,7.061874444E-1
2.395866759E0,-1.954711229E-2,-1.466033421E-2,6.971294284E-1,6.975574922E-1
2.398169832E0,-1.695101149E-2,-1.481304597E-2,6.897992492E-1,6.901664779E-1
2.400472905E0,-1.206423342E-2,-1.130067464E-2,6.765133142E-1,6.767152395E-1
2.402775978E0,-9.468132630E-3,-6.719320081E-3,6.630746722E-1,6.631763082E-1
2.405079051E0,-1.068982668E-2,-3.206948051E-3,6.520794630E-1,6.521749635E-1
2.407382124E0,-8.246437646E-3,-9.162708884E-4,6.435275674E-1,6.435810542E-1
2.409685196E0,-3.206948051E-3,-2.290677279E-3,6.363501549E-1,6.363623585E-1
2.411988269E0,3.054236295E-3,-6.108472589E-3,6.229115129E-1,6.229489503E-1
2.414291394E0,5.497625098E-3,-1.099525020E-2,6.192464232E-1,6.193684300E-1
2.416594467E0,6.719320081E-3,-1.359135192E-2,6.082511544E-1,6.084400882E-1
2.418897540E0,9.162709117E-3,-1.374406368E-2,6.021426916E-1,6.023692187E-1
2.421200613E0,1.053711493E-2,-9.009997360E-3,5.972558856E-1,5.974167756E-1
2.423503686E0,6.872031838E-3,-4.275931045E-3,5.911474228E-1,5.912028280E-1
2.425806759E0,4.275931045E-3,-4.275931045E-3,5.874823332E-1,5.875134543E-1
2.428109832E0,6.872031838E-3,-7.941014133E-3,5.838172436E-1,5.839116872E-1
2.430412905E0,9.315420873E-3,-9.162709117E-3,5.801522136E-1,5.802993393E-1
2.432715978E0,9.315420873E-3,-9.162709117E-3,5.825955868E-1,5.827420956E-1
2.435019051E0,1.679829881E-2,-9.162709117E-3,5.839699507E-1,5.842833571E-1
2.437322124E0,1.924168877E-2,-7.941014133E-3,5.913001299E-1,5.916664144E-1
2.439625196E0,1.679829881E-2,-5.497625098E-3,5.974085927E-1,5.976700037E-1
2.441928269E0,1.542389300E-2,-4.581354442E-4,6.035171151E-1,6.037143485E-1
2.444231342E0,1.420219894E-2,-2.901524538E-3,6.022953987E-1,6.024698072E-1
2.446534415E0,1.420219894E-2,-4.123218823E-3,6.022953987E-1,6.024769296E-1
2.448837488E0,1.175880991E-2,-1.007897966E-2,6.082511544E-1,6.084482906E-1
2.451140561E0,1.298050396E-2,-1.374406368E-2,6.058077812E-1,6.061026815E-1
2.453443634E0,1.053711493E-2,-1.374406368E-2,6.021426916E-1,6.023916925E-1
2.455746707E0,7.941014133E-3,-1.252236869E-2,6.009209752E-1,6.011038911E-1
2.458049780E0,9.315420873E-3,-1.145338640E-2,5.935907960E-1,5.937743597E-1
2.460352853E0,9.315420873E-3,-6.719320081E-3,5.887040496E-1,5.888160870E-1
2.462655926E0,9.315420873E-3,-1.985253533E-3,5.827482939E-1,5.828261253E-1
2.464958999E0,1.175880991E-2,3.970507067E-3,5.766398311E-1,5.767733778E-1
2.467262071E0,1.435491070E-2,8.704573847E-3,5.731274486E-1,5.733732688E-1
2.469565144E0,1.435491070E-2,9.926267900E-3,5.755708218E-1,5.758353629E-1
2.471868217E0,1.557660475E-2,1.114796288E-2,5.743491650E-1,5.746684879E-1
2.474171290E0,1.801999472E-2,7.482878864E-3,5.767925382E-1,5.771224703E-1
2.476474363E0,1.557660475E-2,5.192201585E-3,5.755708218E-1,5.758049674E-1
2.478777488E0,1.313321572E-2,5.192201585E-3,5.766398311E-1,5.768127383E-1
2.481080509E0,9.315420873E-3,1.679830020E-3,5.790832043E-1,5.791605618E-1
2.483383634E0,5.650337320E-3,2.901524538E-3,5.778614879E-1,5.778963958E-1
2.485686707E0,6.108472589E-4,4.123218823E-3,5.764871240E-1,5.765021927E-1
2.487989780E0,-3.054236295E-3,5.344913341E-3,5.703786016E-1,5.704118210E-1
2.490292853E0,-5.497625098E-3,7.635590620E-3,5.667135715E-1,5.667916710E-1
2.492595926E0,-7.941014133E-3,6.413896102E-3,5.604523420E-1,5.605452930E-1
2.494898999E0,-7.941014133E-3,7.482878864E-3,5.569399595E-1,5.570468308E-1
2.497202071E0,-7.941014133E-3,7.482878864E-3,5.532749295E-1,5.533825086E-1
2.499505144E0,-5.497625098E-3,8.551862091E-3,5.422796607E-1,5.423749521E-1
2.501808217E0,-4.275931045E-3,1.572931744E-2,5.386145711E-1,5.388611613E-1
2.504111290E0,7.635590737E-4,1.801999472E-2,5.351021886E-1,5.354060660E-1
2.506414363E0,1.985253533E-3,2.031067200E-2,5.277720094E-1,5.281664118E-1
2.508717436E0,3.359660041E-3,1.786728203E-2,5.228852630E-1,5.232012283E-1
2.511020509E0,9.468132630E-3,1.664558798E-2,5.230379701E-1,5.233884210E-1
2.513323582E0,1.191152167E-2,1.175880991E-2,5.179984570E-1,5.182688061E-1
2.515626655E0,1.313321572E-2,4.428642802E-3,5.216635466E-1,5.218476311E-1
2.517929728E0,1.557660475E-2,-3.054236295E-4,5.241069198E-1,5.243384282E-1
2.520232801E0,1.939439960E-2,-5.192201585E-3,5.277720094E-1,5.281537613E-1
2.522535874E0,1.801999472E-2,-2.596100792E-3,5.351021886E-1,5.354118155E-1
2.524838946E0,1.817270555E-2,2.290677279E-3,5.424323678E-1,5.427415297E-1
2.527142019E0,1.679829881E-2,5.955760833E-3,5.499152541E-1,5.502039991E-1
2.529445092E0,1.679829881E-2,9.773556143E-3,5.609105229E-1,5.612471113E-1
2.531748165E0,1.313321572E-2,7.482878864E-3,5.731274486E-1,5.733267368E-1
2.534051238E0,1.053711493E-2,2.901524538E-3,5.839699507E-1,5.840722155E-1
2.536354311E0,5.650337320E-3,1.832541777E-3,5.949652195E-1,5.949948714E-1
2.538657384E0,-6.108472589E-4,3.206948051E-3,6.021426916E-1,6.021515413E-1
2.540960457E0,-6.872031838E-3,4.581354558E-3,6.106945276E-1,6.107503743E-1
2.543263582E0,-8.093725890E-3,1.068982761E-3,6.166502833E-1,6.167043239E-1
2.545566603E0,-1.068982668E-2,0.000000000E0,6.215370893E-1,6.216290098E-1
2.547869728E0,-1.053711493E-2,8.399149403E-3,6.253548861E-1,6.255000480E-1
2.550172801E0,-1.175880991E-2,1.450762246E-2,6.302416325E-1,6.305182440E-1
2.552475874E0,-1.435491070E-2,2.061609551E-2,6.326850653E-1,6.331836058E-1
2.554778946E0,-1.679829881E-2,2.672456764E-2,6.352811456E-1,6.360648703E-1
2.557082019E0,-1.924168877E-2,2.794626169E-2,6.352811456E-1,6.361865843E-1
2.559385092E0,-2.168507688E-2,2.794626169E-2,6.351284385E-1,6.361127019E-1
2.561688165E0,-2.428117767E-2,2.321219631E-2,6.387935281E-1,6.396761315E-1
2.563991238E0,-2.305948362E-2,2.076880634E-2,6.339067221E-1,6.346659085E-1
2.566294311E0,-2.550287358E-2,1.710372418E-2,6.337540150E-1,6.344975062E-1
2.568597384E0,-2.428117767E-2,1.588202827E-2,6.325323582E-1,6.331974404E-1
2.570900457E0,-2.046338283E-2,1.710372418E-2,6.302416325E-1,6.308056775E-1
2.573203530E0,-1.924168877E-2,1.954711229E-2,6.351284385E-1,6.357204303E-1
2.575506603E0,-1.924168877E-2,2.443389036E-2,6.387935281E-1,6.395501772E-1
2.577809676E0,-2.046338283E-2,2.672456764E-2,6.326850653E-1,6.335797853E-1
2.580112749E0,-2.412846684E-2,2.916795574E-2,6.302416325E-1,6.313774369E-1
2.582415821E0,-2.672456764E-2,2.550287358E-2,6.265766025E-1,6.276645902E-1
2.584718894E0,-2.794626169E-2,2.061609551E-2,6.215370893E-1,6.225065224E-1
2.587021967E0,-2.550287358E-2,1.450762246E-2,6.129852533E-1,6.136870444E-1
2.589325040E0,-2.550287358E-2,1.191152167E-2,6.044333577E-1,6.050883942E-1
2.591628113E0,-2.794626169E-2,9.468132630E-3,6.006155610E-1,6.013399132E-1
2.593931186E0,-2.794626169E-2,9.315420873E-3,5.859552622E-1,5.866952700E-1
2.596234259E0,-2.657185495E-2,1.160609815E-2,5.725166202E-1,5.732504211E-1
2.598537332E0,-2.290677279E-2,1.023169141E-2,5.602996349E-1,5.608610244E-1
2.600840405E0,-1.908897609E-2,9.926267900E-3,5.445703268E-1,5.449951932E-1
2.603143478E0,-1.542389300E-2,9.620844387E-3,5.262449384E-1,5.265588213E-1
2.605446551E0,-1.282779220E-2,8.093725890E-3,5.066977739E-1,5.069247427E-1
2.607749624E0,-6.719320081E-3,3.054236295E-3,4.895940721E-1,4.896497044E-1
2.610052696E0,-4.581354442E-4,3.054236295E-4,4.724903405E-1,4.724906613E-1
2.612355821E0,5.803049076E-3,-2.290677279E-3,4.578300118E-1,4.578725175E-1
2.614658894E0,1.084253844E-2,-1.374406274E-3,4.445441067E-1,4.446784371E-1
2.616961967E0,1.206423342E-2,-1.527118147E-3,4.274403751E-1,4.276133207E-1
2.619265040E0,1.466033421E-2,1.832541777E-3,4.140017331E-1,4.142652756E-1
2.621568113E0,1.466033421E-2,2.901524538E-3,4.042281806E-1,4.045043464E-1
2.623871186E0,1.710372418E-2,3.970507067E-3,3.970507085E-1,3.974387594E-1
2.626174259E0,1.832541823E-2,5.192201585E-3,3.909422457E-1,3.914059522E-1
2.628477332E0,1.710372418E-2,2.748812549E-3,3.871244490E-1,3.875118480E-1
2.630780405E0,1.221694518E-2,1.527118147E-3,3.895678520E-1,3.897623599E-1
2.633083478E0,1.084253844E-2,-1.985253533E-3,3.932329118E-1,3.933873725E-1
2.635386551E0,1.084253844E-2,-1.985253533E-3,3.981196880E-1,3.982722535E-1
2.637689624E0,7.177455351E-3,3.054236295E-3,4.115583301E-1,4.116322427E-1
2.639992696E0,4.734066315E-3,8.246437646E-3,4.286620617E-1,4.287675107E-1
2.642295769E0,4.581354558E-3,7.177455351E-3,4.469874799E-1,4.470685763E-1
2.644598842E0,-2.901524538E-3,6.413896102E-3,4.700469673E-1,4.700996792E-1
2.646901915E0,-7.941014133E-3,9.009997360E-3,4.859289825E-1,4.860773763E-1
2.649204988E0,-1.649287529E-2,1.420219894E-2,4.993676245E-1,4.998417168E-1
2.651508061E0,-2.153236605E-2,2.046338283E-2,5.140279531E-1,5.148855498E-1
2.653811134E0,-2.901524492E-2,2.428117767E-2,5.299099684E-1,5.312589149E-1
2.656114207E0,-3.771981969E-2,2.458660305E-2,5.407525301E-1,5.426237966E-1
2.658417280E0,-4.642439261E-2,1.863084175E-2,5.491516590E-1,5.514253142E-1
2.660720353E0,-5.146388337E-2,1.878355257E-2,5.526640415E-1,5.553727540E-1
2.663023426E0,-5.894676223E-2,2.367033064E-2,5.563291311E-1,5.599438431E-1
2.665326499E0,-6.001574174E-2,3.100049868E-2,5.577035546E-1,5.617794719E-1
2.667629571E0,-5.131116882E-2,3.695625812E-2,5.566345453E-1,5.602147964E-1
2.669932644E0,-4.764608666E-2,3.451287001E-2,5.541911721E-1,5.573052512E-1
2.672235769E0,-4.016320780E-2,2.458660305E-2,5.493044257E-1,5.513192690E-1
2.674538842E0,-3.771981969E-2,1.130067464E-2,5.405998230E-1,5.420319720E-1
2.676841915E0,-3.405473381E-2,3.970507067E-3,5.344913602E-1,5.355898654E-1
2.679144988E0,-2.657185495E-2,1.374406274E-3,5.247178078E-1,5.253919777E-1
2.681448061E0,-1.786728203E-2,3.512371797E-3,5.199837089E-1,5.203024447E-1
2.683751134E0,-1.298050396E-2,3.512371797E-3,5.152496696E-1,5.154251179E-1
2.686054207E0,-9.162709117E-3,-5.039489828E-3,5.138752460E-1,5.139816341E-1
2.688357280E0,-7.941014133E-3,-1.359135192E-2,5.102101564E-1,5.104529247E-1
2.690660353E0,-7.941014133E-3,-1.481304597E-2,5.077667832E-1,5.080448722E-1
2.692963426E0,-9.162709117E-3,-1.359135192E-2,5.039489865E-1,5.042154907E-1
2.695266499E0,-1.175880991E-2,-8.857285604E-3,5.016583204E-1,5.018742787E-1
2.697569571E0,-1.542389300E-2,-7.635590620E-3,4.978405237E-1,4.981379184E-1
2.699872644E0,-1.298050396E-2,-6.413896102E-3,4.955498278E-1,4.957612968E-1
2.702175717E0,-1.298050396E-2,-1.023169141E-2,4.844018817E-1,4.846837773E-1
2.704478790E0,-1.542389300E-2,-1.038440317E-2,4.734066129E-1,4.737716258E-1
2.706781863E0,-1.542389300E-2,-1.282779220E-2,4.636330605E-1,4.640668739E-1
2.709084936E0,-1.664558798E-2,-1.664558798E-2,4.537068009E-1,4.543170836E-1
2.711388009E0,-1.160609815E-2,-1.908897609E-2,4.463766217E-1,4.469353185E-1
2.713691082E0,-5.344913341E-3,-1.572931744E-2,4.416425824E-1,4.419549187E-1
2.715994155E0,-2.901524538E-3,-1.084253844E-2,4.430169761E-1,4.431591369E-1
2.718297228E0,-4.581354442E-4,-8.551862091E-3,4.381301999E-1,4.382138933E-1
2.720600301E0,-4.581354442E-4,-1.099525020E-2,4.344651103E-1,4.346044610E-1
2.722903374E0,4.581354558E-3,-7.482878864E-3,4.346178174E-1,4.347063716E-1
2.725206446E0,5.803049076E-3,-6.108472589E-3,4.395045936E-1,4.395853462E-1
2.727509519E0,3.359660041E-3,-4.734066315E-3,4.480564594E-1,4.480940633E-1
2.729812592E0,9.162708884E-4,1.374406274E-3,4.541649222E-1,4.541679261E-1
2.732115665E0,-1.679830020E-3,2.748812549E-3,4.651601911E-1,4.651713460E-1
2.734418790E0,-5.344913341E-3,1.679830020E-3,4.749337435E-1,4.749667890E-1
2.736721811E0,-1.038440317E-2,-1.832541777E-3,4.796678126E-1,4.797837059E-1
2.739024936E0,-1.420219894E-2,-6.566607859E-3,4.844018817E-1,4.846545221E-1
2.741328009E0,-1.664558798E-2,-6.566607859E-3,4.868452549E-1,4.871739917E-1
2.743631082E0,-2.153236605E-2,-1.679830020E-3,4.905103445E-1,4.909856033E-1
2.745934155E0,-2.412846684E-2,3.206948051E-3,4.917320311E-1,4.923340917E-1
2.748237228E0,-2.535016090E-2,4.428642802E-3,4.917320311E-1,4.924049492E-1
2.750540301E0,-2.397575416E-2,5.650337320E-3,4.868452549E-1,4.874680147E-1
2.752843374E0,-2.397575416E-2,9.162709117E-3,4.845545888E-1,4.852339040E-1
2.755146446E0,-2.153236605E-2,7.941014133E-3,4.808894992E-1,4.814368213E-1
2.757449519E0,-1.908897609E-2,1.832541777E-3,4.760027230E-1,4.763888532E-1
2.759752592E0,-1.786728203E-2,-6.719320081E-3,4.709632397E-1,4.713499360E-1
2.762055665E0,-1.542389300E-2,-7.941014133E-3,4.660764635E-1,4.663992131E-1
2.764358738E0,-1.664558798E-2,-6.872031838E-3,4.648547769E-1,4.652034652E-1
2.766661811E0,-1.664558798E-2,-5.650337320E-3,4.599680007E-1,4.603037731E-1
2.768964884E0,-2.153236605E-2,1.527118147E-3,4.575245976E-1,4.580335493E-1
2.771267957E0,-2.641914412E-2,6.413896102E-3,4.501944184E-1,4.510145492E-1
2.773571030E0,-2.641914412E-2,3.817795310E-3,4.416425824E-1,4.424485477E-1
2.775874103E0,-2.764083818E-2,1.374406274E-3,4.353813827E-1,4.362600753E-1
2.778177176E0,-2.764083818E-2,-5.955760833E-3,4.280512035E-1,4.289840555E-1
2.780480249E0,-2.275406010E-2,-1.206423342E-2,4.219427407E-1,4.227280088E-1
2.782783321E0,-2.031067200E-2,-1.832541823E-2,4.158342779E-1,4.167331172E-1
2.785086394E0,-1.908897609E-2,-1.710372418E-2,4.109475017E-1,4.117460085E-1
2.787389467E0,-2.275406010E-2,-1.725643501E-2,4.010212123E-1,4.020367453E-1
2.789692540E0,-2.153236605E-2,-1.496575773E-2,3.914003670E-1,3.922777893E-1
2.791995613E0,-2.275406010E-2,-1.740914769E-2,3.863608837E-1,3.874216800E-1
2.794298686E0,-1.771457121E-2,-1.634016447E-2,3.791834414E-1,3.799485350E-1
2.796601811E0,-1.649287529E-2,-1.527118124E-2,3.730749488E-1,3.737514432E-1
2.798904884E0,-1.145338640E-2,-1.664558798E-2,3.633013964E-1,3.638628317E-1
2.801207957E0,-7.788302377E-3,-1.435491070E-2,3.585673273E-1,3.589390607E-1
2.803511030E0,-7.788302377E-3,-1.679829881E-2,3.535278440E-1,3.540123966E-1
2.805814103E0,-7.788302377E-3,-1.801999472E-2,3.523061574E-1,3.528526695E-1
2.808117176E0,-7.788302377E-3,-2.046338283E-2,3.474193811E-1,3.481086527E-1
2.810420249E0,-9.009997360E-3,-2.290677279E-2,3.437542915E-1,3.446344632E-1
2.812723321E0,-7.788302377E-3,-2.290677279E-2,3.437542915E-1,3.446046878E-1
2.815026394E0,-7.788302377E-3,-1.924168877E-2,3.437542915E-1,3.443804774E-1
2.817329467E0,-5.192201585E-3,-1.695101149E-2,3.451287150E-1,3.455837463E-1
2.819632540E0,-6.413896102E-3,-1.328592747E-2,3.463504016E-1,3.466644698E-1
2.821935613E0,-6.413896102E-3,-8.399149403E-3,3.475720882E-1,3.477327139E-1
2.824238686E0,-7.635590620E-3,-5.955760833E-3,3.512371778E-1,3.513706425E-1
2.826541759E0,-6.413896102E-3,-2.290677279E-3,3.574983478E-1,3.575632167E-1
2.828844832E0,-6.413896102E-3,-9.162708884E-4,3.636068404E-1,3.636645597E-1
2.831147905E0,-9.009997360E-3,-2.137965523E-3,3.671191931E-1,3.672359635E-1
2.833450978E0,-7.788302377E-3,-6.872031838E-3,3.683409095E-1,3.684873242E-1
2.835754051E0,-1.023169141E-2,-8.093725890E-3,3.732276857E-1,3.734556216E-1
2.838057124E0,-1.389677543E-2,-1.160609815E-2,3.755183518E-1,3.759545909E-1
2.840360196E0,-1.893626526E-2,-7.941014133E-3,3.755183518E-1,3.760793459E-1
2.842663269E0,-2.137965336E-2,-4.275931045E-3,3.755183518E-1,3.761507752E-1
2.844966342E0,-2.137965336E-2,-4.275931045E-3,3.730749488E-1,3.737115072E-1
2.847269415E0,-2.382304333E-2,-3.054236295E-3,3.706315756E-1,3.714089802E-1
2.849572488E0,-2.260134928E-2,-3.206948051E-3,3.657447994E-1,3.664564964E-1
2.851875561E0,-2.015795931E-2,-8.093725890E-3,3.571929336E-1,3.578528238E-1
2.854178634E0,-2.015795931E-2,-1.313321572E-2,3.510844707E-1,3.519078434E-1
2.856481759E0,-1.893626526E-2,-1.191152167E-2,3.474193811E-1,3.481388988E-1
2.858784832E0,-2.015795931E-2,-9.620844387E-3,3.388675153E-1,3.396028517E-1
2.861087905E0,-1.878355257E-2,-7.330167107E-3,3.339807391E-1,3.345888332E-1
2.863390978E0,-1.267508045E-2,-6.261184346E-3,3.255815804E-1,3.258883637E-1
2.865694051E0,-1.130067464E-2,-5.192201585E-3,3.182514310E-1,3.184943289E-1
2.867997124E0,-7.635590620E-3,-6.413896102E-3,3.121429384E-1,3.123021842E-1
